Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2018-08-31,2018,8,31,Friday,34,2018-34,289.84,290.81,289.29,290.31,66140800,265.86,3.443743183551007e-05,262.8342857142857,257.4474
2018-09-04,2018,9,4,Tuesday,35,2018-35,289.84,290.21,288.68,289.81,57594400,265.4,-0.0017220418719496866,263.2207142857143,257.7234
2018-09-05,2018,9,5,Wednesday,35,2018-35,289.41,289.64,287.89,289.03,72452400,264.69,-0.0026915804974939617,263.695,258.0536
2018-09-06,2018,9,6,Thursday,35,2018-35,289.15,289.49,287.0,288.16,65909900,263.89,-0.0030100280849097993,263.96285714285716,258.3568
2018-09-07,2018,9,7,Friday,35,2018-35,286.98,288.7,286.71,287.6,73524800,263.38,-0.0019437429356022884,264.1292857142857,258.69100000000003
2018-09-10,2018,9,10,Monday,36,2018-36,288.74,289.04,287.88,288.1,50210900,263.84,0.001738963986250397,264.2885714285714,259.00620000000004
2018-09-11,2018,9,11,Tuesday,36,2018-36,287.37,289.55,286.98,289.05,50530500,264.71,0.0032975788144353757,264.4657142857143,259.3318
2018-09-12,2018,9,12,Wednesday,36,2018-36,289.06,289.8,288.23,289.12,59810800,264.77,0.00024187385137297568,264.6585714285714,259.6478
2018-09-13,2018,9,13,Thursday,36,2018-36,290.32,291.04,290.0,290.83,51034200,266.34,0.005914679287476909,264.98857142857145,260.0128
2018-09-14,2018,9,14,Friday,36,2018-36,291.06,291.27,290.0,290.88,55079900,266.38,0.00017175875812114327,265.2085714285714,260.3382
2018-09-17,2018,9,17,Monday,37,2018-37,290.82,290.86,289.03,289.34,68244000,264.97,-0.005294393675414066,265.17928571428575,260.593
2018-09-18,2018,9,18,Tuesday,37,2018-37,289.58,291.58,289.55,290.91,61930400,266.41,0.005426343732702454,265.2442857142857,260.8312
2018-09-19,2018,9,19,Wednesday,37,2018-37,290.97,291.69,290.83,291.22,49080600,266.69,0.001065665401682958,265.22714285714284,261.0568
2018-09-20,2018,9,20,Thursday,37,2018-37,292.64,293.94,291.24,293.58,100360600,268.86,0.00810361755154454,265.44214285714287,261.3632
2018-09-21,2018,9,21,Friday,37,2018-37,293.09,293.22,291.81,291.99,105479700,268.61,-0.0009134065193637797,265.6385714285714,261.6186
2018-09-24,2018,9,24,Monday,38,2018-38,291.34,291.5,290.37,291.02,53409600,267.72,-0.0033220360627237433,265.80428571428575,261.85220000000004
2018-09-25,2018,9,25,Tuesday,38,2018-38,291.53,291.65,290.48,290.75,44370000,267.47,-0.0009278900612145202,266.0028571428571,262.0852
